,AAPL_Price,consumer_sentiment,dollar_index,corp_profits,retail_sales,sentiment_weight
2023-04-06,158.04532135510053,-0.39947780678851175,120.51166666666667,2967.152635758896,14275.166666666668,24509.041679456946
2023-04-07,158.43938008292776,-0.4046997389033942,120.47457999999999,2968.3067232699786,14334.600000000002,24634.93394678797
2023-04-08,158.83343881075498,-0.40992167101827676,120.43749333333335,2969.4587836234305,14394.033333333335,24761.14854328579
2023-04-09,159.2274975385822,-0.4151436031331593,120.40040666666667,2970.60881681925,14453.466666666665,24887.685468940912
2023-04-10,159.62155626640944,-0.42036553524804177,120.36332000000002,2971.7568228574382,14512.9,25014.5447237522
2023-04-11,160.01561499423667,-0.4255874673629242,120.32623333333333,2972.9028017379947,14572.333333333334,25141.726307719924
2023-04-12,160.4096737220639,-0.4308093994778067,120.28914666666665,2974.0467534609197,14631.766666666666,25269.230220843478
2023-04-13,160.80373244989113,-0.4360313315926892,120.25206,2975.188678026213,14691.199999999999,25397.05646311663
2023-04-14,161.19779117771836,-0.4412532637075718,120.21497333333335,2976.328575433875,14750.633333333333,25525.205034556173
2023-04-15,161.5918499055456,-0.4464751958224542,120.17788666666665,2977.466445683905,14810.066666666666,25653.675935145464
2023-04-16,161.98590863337282,-0.4516971279373367,120.1408,2978.6022887763033,14869.5,25782.469164897855
2023-04-17,162.37996736120004,-0.4569190600522192,120.10371333333333,2979.7085283721967,14928.933333333334,25911.58472380851
2023-04-18,162.77402608902727,-0.46214099216710175,120.06662666666668,2980.757588132712,14988.366666666665,26041.02261187163
2023-04-19,163.1680848168545,-0.4673629242819843,120.02954000000001,2981.749468057849,15047.800000000001,26170.78282909059
2023-04-20,163.56214354468173,-0.47258485639686676,119.99245333333336,2982.684168147608,15107.233333333334,26300.86537547109
2023-04-21,163.95620227250896,-0.4778067885117493,119.95536666666668,2983.561688401989,15166.666666666668,26431.270251018163
2023-04-22,164.3502610003362,-0.48302872062663177,119.91828000000001,2984.382028820992,15226.1,26561.99745571576
2023-04-23,164.74431972816342,-0.4882506527415143,119.88119333333334,2985.1451894046168,15285.533333333335,26693.046989573646
2023-04-24,165.13837845599065,-0.4934725848563968,119.84410666666668,2985.851170152863,15344.966666666665,26824.418852594645
2023-04-25,165.53243718381788,-0.49869451697127926,119.80702,2986.4999710657316,15404.4,26956.11304477552
2023-04-26,165.9264959116451,-0.5039164490861617,119.76993333333334,2987.0915921432215,15463.833333333332,27088.12956611978
2023-04-27,166.32055463947233,-0.5091383812010443,119.73284666666667,2987.6260333853334,15523.266666666665,27220.4684166132
2023-04-28,166.71461336729956,-0.5143603133159267,119.69575999999999,2988.103294792067,15582.699999999999,27353.129596268656
2023-04-29,167.1086720951268,-0.5175849165573749,119.66709723502306,2988.523376363423,15632.771889400921,27486.113105080778
2023-04-30,167.50273082295402,-0.5188121909253888,119.64685837173579,2988.8862780994004,15673.482334869432,27619.418943063076
2023-05-01,167.89678955078125,-0.5180421364199683,119.63504341013825,2989.192,15704.83133640553,27753.04711020068
2023-05-02,168.24007292716735,-0.5152747530411135,119.63165235023041,2989.4405420652206,15726.818894009217,11654.457670587999
2023-05-03,168.58335630355342,-0.5105100407888244,119.63668519201231,2989.6319042950636,15739.445007680491,8851.01414133999
2023-05-04,168.9266396799395,-0.503747999663101,119.65014193548386,2989.7660866895285,15742.709677419354,7556.1852854650815
2023-05-05,169.2699230563256,-0.4949886296639433,119.67202258064516,2989.843089248615,15736.612903225807,6801.041691907139
2023-05-06,169.6132064327117,-0.4862292596647855,119.69390322580645,2989.8629119723237,15730.516129032258,6313.309872934721
2023-05-07,169.95648980909777,-0.4774698896656278,119.71578387096774,2989.825554860654,15724.41935483871,5983.505242891262
2023-05-08,170.29977318548387,-0.46871051966647,119.73766451612903,2989.731017913606,15718.322580645163,5758.749165803391
2023-05-09,170.64305656186997,-0.45995114966731226,119.75954516129033,2989.57930113118,15712.225806451615,5610.757360108839
